method,trial,generation,ptevals,behavioral_diversity,error_vector_diversity
Div90-Run10-lexicase,4,19,570441116,0.901,0.898
Div90-Run10-lexicase,4,20,599163836,0.870,0.868
Div90-Run10-lexicase,5,0,0,1.000,0.903
Div90-Run10-lexicase,5,1,32462902,0.889,0.885
Div90-Run10-lexicase,5,2,65198821,0.910,0.909
Div90-Run10-lexicase,5,3,97008120,0.900,0.898
Div90-Run10-lexicase,5,4,128410742,0.911,0.910
Div90-Run10-lexicase,5,5,160779504,0.894,0.893
Div90-Run10-lexicase,5,6,190394597,0.893,0.892
Div90-Run10-lexicase,5,7,219469871,0.885,0.882
Div90-Run10-lexicase,5,8,248430609,0.900,0.899
Div90-Run10-lexicase,5,9,278105492,0.896,0.894
Div90-Run10-lexicase,5,10,308905615,0.905,0.903
Div90-Run10-lexicase,5,11,338667360,0.903,0.901
Div90-Run10-lexicase,5,12,369381853,0.910,0.909
Div90-Run10-lexicase,5,13,399876022,0.922,0.922
Div90-Run10-lexicase,5,14,429500666,0.919,0.916
Div90-Run10-lexicase,5,15,457990239,0.914,0.913
Div90-Run10-lexicase,5,16,487471522,0.904,0.903
Div90-Run10-lexicase,5,17,515381438,0.915,0.914
Div90-Run10-lexicase,5,18,544419170,0.935,0.935
Div90-Run10-lexicase,5,19,574128888,0.926,0.925
Div90-Run10-lexicase,5,20,604066326,0.918,0.913
Div90-Run10-lexicase,6,0,0,1.000,0.903
Div90-Run10-lexicase,6,1,33680387,0.902,0.901
Div90-Run10-lexicase,6,2,65837979,0.885,0.885
Div90-Run10-lexicase,6,3,98779469,0.887,0.885
Div90-Run10-lexicase,6,4,132365903,0.882,0.881
Div90-Run10-lexicase,6,5,166442993,0.912,0.910
Div90-Run10-lexicase,6,6,199458569,0.907,0.907
Div90-Run10-lexicase,6,7,235242713,0.904,0.904
Div90-Run10-lexicase,6,8,272336224,0.890,0.890
Div90-Run10-lexicase,6,9,312897972,0.886,0.886
Div90-Run10-lexicase,6,10,352753130,0.884,0.883
Div90-Run10-lexicase,6,11,394051286,0.903,0.903
Div90-Run10-lexicase,6,12,436329237,0.912,0.910
Div90-Run10-lexicase,6,13,476428208,0.922,0.918
Div90-Run10-lexicase,6,14,513475691,0.896,0.894
Div90-Run10-lexicase,6,15,553715126,0.880,0.879
Div90-Run10-lexicase,6,16,594989433,0.889,0.887
Div90-Run10-lexicase,6,17,632306282,0.900,0.898
Div90-Run10-lexicase,6,18,667603145,0.916,0.916
Div90-Run10-lexicase,6,19,704519923,0.924,0.923
Div90-Run10-lexicase,6,20,738207230,0.913,0.912
Div90-Run10-lexicase,7,0,0,1.000,0.903
Div90-Run10-lexicase,7,1,31804637,0.898,0.898
Div90-Run10-lexicase,7,2,64835075,0.882,0.881
Div90-Run10-lexicase,7,3,95704879,0.863,0.861
Div90-Run10-lexicase,7,4,127319072,0.877,0.876
Div90-Run10-lexicase,7,5,158223617,0.880,0.879
Div90-Run10-lexicase,7,6,190281034,0.875,0.874
Div90-Run10-lexicase,7,7,221801747,0.878,0.877
Div90-Run10-lexicase,7,8,255456170,0.876,0.876
Div90-Run10-lexicase,7,9,288161134,0.895,0.895
Div90-Run10-lexicase,7,10,320854562,0.894,0.893
Div90-Run10-lexicase,7,11,351717063,0.897,0.897
Div90-Run10-lexicase,7,12,383086585,0.879,0.876
Div90-Run10-lexicase,7,13,414288188,0.893,0.893
Div90-Run10-lexicase,7,14,445531958,0.883,0.882
Div90-Run10-lexicase,7,15,475018700,0.894,0.891
Div90-Run10-lexicase,7,16,505297302,0.904,0.904
Div90-Run10-lexicase,7,17,534997722,0.894,0.893
Div90-Run10-lexicase,7,18,565917932,0.883,0.881
Div90-Run10-lexicase,7,19,596774470,0.874,0.874
Div90-Run10-lexicase,7,20,627066328,0.891,0.889
Div90-Run10-lexicase,8,0,0,1.000,0.903
Div90-Run10-lexicase,8,1,32676211,0.874,0.873
Div90-Run10-lexicase,8,2,63413507,0.896,0.895
Div90-Run10-lexicase,8,3,94088807,0.908,0.905
Div90-Run10-lexicase,8,4,124349990,0.887,0.885
Div90-Run10-lexicase,8,5,153116048,0.879,0.876
Div90-Run10-lexicase,8,6,182317837,0.866,0.865
Div90-Run10-lexicase,8,7,211277415,0.895,0.895
Div90-Run10-lexicase,8,8,241631865,0.887,0.886
Div90-Run10-lexicase,8,9,272126384,0.877,0.876
Div90-Run10-lexicase,8,10,302687443,0.882,0.879
Div90-Run10-lexicase,8,11,333125123,0.877,0.876
Div90-Run10-lexicase,8,12,364172884,0.895,0.893
Div90-Run10-lexicase,8,13,394675485,0.891,0.890
Div90-Run10-lexicase,8,14,425322995,0.897,0.897
Div90-Run10-lexicase,8,15,456048596,0.897,0.897
Div90-Run10-lexicase,8,16,487711541,0.898,0.897
Div90-Run10-lexicase,8,17,518673070,0.889,0.889
Div90-Run10-lexicase,8,18,548943710,0.888,0.885
Div90-Run10-lexicase,8,19,578300053,0.900,0.897
Div90-Run10-lexicase,8,20,608437449,0.896,0.895
Div90-Run10-lexicase,9,0,0,1.000,0.903
Div90-Run10-lexicase,9,1,31279038,0.904,0.902
Div90-Run10-lexicase,9,2,63806464,0.898,0.897
Div90-Run10-lexicase,9,3,95344492,0.911,0.911
Div90-Run10-lexicase,9,4,127106083,0.907,0.905
Div90-Run10-lexicase,9,5,158662450,0.873,0.872
Div90-Run10-lexicase,9,6,189266723,0.894,0.893
Div90-Run10-lexicase,9,7,219276610,0.890,0.887
Div90-Run10-lexicase,9,8,249312402,0.889,0.887
Div90-Run10-lexicase,9,9,279410562,0.899,0.896
Div90-Run10-lexicase,9,10,311961124,0.908,0.904
Div90-Run10-lexicase,9,11,345647276,0.892,0.890
Div90-Run10-lexicase,9,12,377438844,0.891,0.890
Div90-Run10-lexicase,9,13,408152108,0.878,0.875
Div90-Run10-lexicase,9,14,438135911,0.894,0.893
Div90-Run10-lexicase,9,15,467811124,0.887,0.885
Div90-Run10-lexicase,9,16,499039271,0.902,0.902
Div90-Run10-lexicase,9,17,528277011,0.901,0.900
Div90-Run10-lexicase,9,18,558524981,0.906,0.904
Div90-Run10-lexicase,9,19,589023089,0.894,0.894
Div90-Run10-lexicase,9,20,618808093,0.895,0.893
Div90-Run10-lexicase,10,0,0,1.000,0.903
Div90-Run10-lexicase,10,1,32381226,0.903,0.900
Div90-Run10-lexicase,10,2,63784012,0.908,0.907
Div90-Run10-lexicase,10,3,96632844,0.880,0.878
Div90-Run10-lexicase,10,4,129726838,0.899,0.897
Div90-Run10-lexicase,10,5,160790593,0.897,0.896
Div90-Run10-lexicase,10,6,192217830,0.900,0.899
Div90-Run10-lexicase,10,7,224372189,0.886,0.885
Div90-Run10-lexicase,10,8,253983129,0.891,0.890
Div90-Run10-lexicase,10,9,285320162,0.895,0.894
Div90-Run10-lexicase,10,10,315590948,0.914,0.913
Div90-Run10-lexicase,10,11,346642701,0.917,0.917
Div90-Run10-lexicase,10,12,378945492,0.890,0.888
Div90-Run10-lexicase,10,13,410782411,0.906,0.905
Div90-Run10-lexicase,10,14,441453660,0.910,0.909
Div90-Run10-lexicase,10,15,473931230,0.945,0.943
Div90-Run10-lexicase,10,16,505201547,0.924,0.923
Div90-Run10-lexicase,10,17,540371321,0.921,0.920
Div90-Run10-lexicase,10,18,577702925,0.929,0.928
Div90-Run10-lexicase,10,19,619308079,0.953,0.953
Div90-Run10-lexicase,10,20,663239539,0.937,0.937
Div90-Run10-lexicase,11,0,0,1.000,0.903
Div90-Run10-lexicase,11,1,32989900,0.880,0.878
Div90-Run10-lexicase,11,2,64632193,0.906,0.903
Div90-Run10-lexicase,11,3,94760422,0.898,0.897
Div90-Run10-lexicase,11,4,126614804,0.888,0.886
Div90-Run10-lexicase,11,5,156682567,0.882,0.880
Div90-Run10-lexicase,11,6,187234429,0.868,0.868
Div90-Run10-lexicase,11,7,217690081,0.873,0.873
Div90-Run10-lexicase,11,8,247449473,0.885,0.882
Div90-Run10-lexicase,11,9,276503087,0.888,0.887
Div90-Run10-lexicase,11,10,305658430,0.865,0.862
Div90-Run10-lexicase,11,11,334752727,0.895,0.894
Div90-Run10-lexicase,11,12,365933045,0.898,0.897
Div90-Run10-lexicase,11,13,397150883,0.886,0.885
Div90-Run10-lexicase,11,14,427429771,0.875,0.874
Div90-Run10-lexicase,11,15,458904656,0.899,0.896
Div90-Run10-lexicase,11,16,489738888,0.884,0.883
Div90-Run10-lexicase,11,17,521095687,0.887,0.883
Div90-Run10-lexicase,11,18,550532125,0.896,0.895
Div90-Run10-lexicase,11,19,580549047,0.890,0.887
Div90-Run10-lexicase,11,20,611113018,0.890,0.889
Div90-Run10-lexicase,12,0,0,1.000,0.903
Div90-Run10-lexicase,12,1,33623880,0.891,0.888
Div90-Run10-lexicase,12,2,67785863,0.882,0.881
Div90-Run10-lexicase,12,3,100531354,0.879,0.879
Div90-Run10-lexicase,12,4,131516964,0.875,0.875
Div90-Run10-lexicase,12,5,163471412,0.901,0.899
Div90-Run10-lexicase,12,6,194919796,0.915,0.915
Div90-Run10-lexicase,12,7,225602116,0.882,0.880
Div90-Run10-lexicase,12,8,253092197,0.804,0.800
Div90-Run10-lexicase,12,9,278989168,0.758,0.755
Div90-Run10-lexicase,12,10,305704556,0.786,0.782
Div90-Run10-lexicase,12,11,331659503,0.796,0.790
Div90-Run10-lexicase,12,12,357041596,0.784,0.783
Div90-Run10-lexicase,12,13,382237122,0.767,0.764
Div90-Run10-lexicase,12,14,407717994,0.759,0.756
Div90-Run10-lexicase,12,15,432142779,0.766,0.764
Div90-Run10-lexicase,12,16,454571567,0.480,0.477
Div90-Run10-lexicase,12,17,476888475,0.473,0.462
Div90-Run10-lexicase,12,18,499323589,0.443,0.431
Div90-Run10-lexicase,12,19,521016477,0.424,0.410
Div90-Run10-lexicase,12,20,544060578,0.397,0.385
Div90-Run10-lexicase,13,0,0,1.000,0.903
Div90-Run10-lexicase,13,1,31520410,0.893,0.891
Div90-Run10-lexicase,13,2,63034372,0.883,0.882
Div90-Run10-lexicase,13,3,95059699,0.893,0.893
Div90-Run10-lexicase,13,4,124403998,0.886,0.885
Div90-Run10-lexicase,13,5,153278181,0.893,0.892
Div90-Run10-lexicase,13,6,182742720,0.893,0.893
Div90-Run10-lexicase,13,7,211974822,0.889,0.888
Div90-Run10-lexicase,13,8,241007404,0.892,0.890
Div90-Run10-lexicase,13,9,269209896,0.886,0.886
Div90-Run10-lexicase,13,10,297949099,0.875,0.875
Div90-Run10-lexicase,13,11,325937049,0.895,0.895
Div90-Run10-lexicase,13,12,352735545,0.887,0.885
Div90-Run10-lexicase,13,13,379487182,0.900,0.899
Div90-Run10-lexicase,13,14,407412551,0.892,0.892
Div90-Run10-lexicase,13,15,435018592,0.907,0.906
Div90-Run10-lexicase,13,16,462060865,0.901,0.899
Div90-Run10-lexicase,13,17,489036992,0.915,0.915
Div90-Run10-lexicase,13,18,515704182,0.904,0.901
Div90-Run10-lexicase,13,19,543714220,0.907,0.906
Div90-Run10-lexicase,13,20,571910784,0.909,0.909
Div90-Run10-lexicase,14,0,0,1.000,0.903
Div90-Run10-lexicase,14,1,33213078,0.886,0.886
Div90-Run10-lexicase,14,2,65188074,0.913,0.913
Div90-Run10-lexicase,14,3,97066874,0.889,0.889
Div90-Run10-lexicase,14,4,128378836,0.901,0.899
Div90-Run10-lexicase,14,5,156891789,0.905,0.903
Div90-Run10-lexicase,14,6,186940088,0.883,0.883
Div90-Run10-lexicase,14,7,217378256,0.902,0.901
Div90-Run10-lexicase,14,8,247192751,0.899,0.898
Div90-Run10-lexicase,14,9,275629029,0.898,0.894
Div90-Run10-lexicase,14,10,305561369,0.891,0.889
Div90-Run10-lexicase,14,11,335492394,0.904,0.902
Div90-Run10-lexicase,14,12,365759876,0.883,0.883
Div90-Run10-lexicase,14,13,397223709,0.887,0.885
Div90-Run10-lexicase,14,14,427271854,0.911,0.911
Div90-Run10-lexicase,14,15,458527307,0.899,0.899
Div90-Run10-lexicase,14,16,488847589,0.882,0.881
Div90-Run10-lexicase,14,17,519676673,0.874,0.873
Div90-Run10-lexicase,14,18,549519425,0.891,0.891
Div90-Run10-lexicase,14,19,580040592,0.889,0.888
Div90-Run10-lexicase,14,20,610280771,0.897,0.897
Div90-Run10-lexicase,15,0,0,1.000,0.903
Div90-Run10-lexicase,15,1,33130867,0.915,0.912
Div90-Run10-lexicase,15,2,65361838,0.890,0.887
Div90-Run10-lexicase,15,3,96498382,0.903,0.903
Div90-Run10-lexicase,15,4,128214184,0.889,0.888
Div90-Run10-lexicase,15,5,159708041,0.895,0.893
Div90-Run10-lexicase,15,6,190456132,0.899,0.898
Div90-Run10-lexicase,15,7,221813862,0.888,0.887
Div90-Run10-lexicase,15,8,253072260,0.887,0.884
Div90-Run10-lexicase,15,9,285874335,0.877,0.875
Div90-Run10-lexicase,15,10,318497196,0.887,0.886
Div90-Run10-lexicase,15,11,350762983,0.876,0.873
Div90-Run10-lexicase,15,12,382668964,0.876,0.876
Div90-Run10-lexicase,15,13,415219701,0.880,0.878
Div90-Run10-lexicase,15,14,447230002,0.894,0.893
Div90-Run10-lexicase,15,15,476861562,0.880,0.879
Div90-Run10-lexicase,15,16,507866147,0.887,0.885
Div90-Run10-lexicase,15,17,539961286,0.892,0.892
Div90-Run10-lexicase,15,18,571873992,0.889,0.889
Div90-Run10-lexicase,15,19,604377935,0.883,0.881
Div90-Run10-lexicase,15,20,636553299,0.882,0.882
Div90-Run10-lexicase,16,0,0,1.000,0.903
Div90-Run10-lexicase,16,1,32180320,0.906,0.905
Div90-Run10-lexicase,16,2,63570391,0.897,0.897
Div90-Run10-lexicase,16,3,93956292,0.885,0.883
Div90-Run10-lexicase,16,4,124769116,0.916,0.913
Div90-Run10-lexicase,16,5,154148276,0.905,0.905
Div90-Run10-lexicase,16,6,183147480,0.899,0.899
Div90-Run10-lexicase,16,7,211480397,0.876,0.875
Div90-Run10-lexicase,16,8,241492663,0.886,0.884
Div90-Run10-lexicase,16,9,271362047,0.876,0.875
Div90-Run10-lexicase,16,10,301324933,0.883,0.883
Div90-Run10-lexicase,16,11,330061746,0.854,0.854
Div90-Run10-lexicase,16,12,359097752,0.869,0.868
Div90-Run10-lexicase,16,13,387667817,0.879,0.879
Div90-Run10-lexicase,16,14,416270126,0.869,0.866
Div90-Run10-lexicase,16,15,444086421,0.888,0.886
Div90-Run10-lexicase,16,16,471529058,0.883,0.881
Div90-Run10-lexicase,16,17,500178353,0.887,0.883
Div90-Run10-lexicase,16,18,527863571,0.898,0.896
Div90-Run10-lexicase,16,19,555473864,0.858,0.858
Div90-Run10-lexicase,16,20,582460128,0.860,0.859
Div90-Run10-lexicase,17,0,0,1.000,0.903
Div90-Run10-lexicase,17,1,31910403,0.881,0.880
Div90-Run10-lexicase,17,2,64000744,0.882,0.882
Div90-Run10-lexicase,17,3,96420156,0.883,0.879
Div90-Run10-lexicase,17,4,128328884,0.913,0.909
Div90-Run10-lexicase,17,5,161717775,0.909,0.908
Div90-Run10-lexicase,17,6,194831680,0.878,0.878
Div90-Run10-lexicase,17,7,228431008,0.900,0.898
Div90-Run10-lexicase,17,8,259549245,0.888,0.888
Div90-Run10-lexicase,17,9,290535474,0.901,0.900
Div90-Run10-lexicase,17,10,321984878,0.905,0.903
Div90-Run10-lexicase,17,11,352832912,0.908,0.906
Div90-Run10-lexicase,17,12,382298523,0.900,0.899
Div90-Run10-lexicase,17,13,411498043,0.887,0.886
Div90-Run10-lexicase,17,14,442523481,0.890,0.886
Div90-Run10-lexicase,17,15,472327618,0.899,0.897
Div90-Run10-lexicase,17,16,503260090,0.892,0.888
Div90-Run10-lexicase,17,17,533370165,0.911,0.911
Div90-Run10-lexicase,17,18,562563830,0.890,0.890
Div90-Run10-lexicase,17,19,593027676,0.906,0.904
Div90-Run10-lexicase,17,20,623478702,0.919,0.919
Div90-Run10-lexicase,18,0,0,1.000,0.903
Div90-Run10-lexicase,18,1,31439806,0.893,0.891
Div90-Run10-lexicase,18,2,61791080,0.891,0.889
Div90-Run10-lexicase,18,3,91673541,0.902,0.901
Div90-Run10-lexicase,18,4,121163781,0.901,0.900
Div90-Run10-lexicase,18,5,149242142,0.894,0.893
Div90-Run10-lexicase,18,6,177574445,0.909,0.908
Div90-Run10-lexicase,18,7,204936919,0.896,0.894
Div90-Run10-lexicase,18,8,233036407,0.906,0.905
Div90-Run10-lexicase,18,9,260318501,0.897,0.897
Div90-Run10-lexicase,18,10,288669777,0.892,0.888
Div90-Run10-lexicase,18,11,318209029,0.927,0.927
Div90-Run10-lexicase,18,12,348200499,0.907,0.904
Div90-Run10-lexicase,18,13,377217928,0.910,0.909
Div90-Run10-lexicase,18,14,407593754,0.911,0.911
Div90-Run10-lexicase,18,15,437809335,0.918,0.918
Div90-Run10-lexicase,18,16,467288157,0.907,0.907
Div90-Run10-lexicase,18,17,499048912,0.898,0.897
Div90-Run10-lexicase,18,18,531944250,0.905,0.904
Div90-Run10-lexicase,18,19,566075066,0.917,0.912
Div90-Run10-lexicase,18,20,600264056,0.917,0.917
Div90-Run10-lexicase,19,0,0,1.000,0.903
Div90-Run10-lexicase,19,1,30929948,0.894,0.890
Div90-Run10-lexicase,19,2,63356746,0.901,0.899
Div90-Run10-lexicase,19,3,95775492,0.876,0.874
Div90-Run10-lexicase,19,4,126255500,0.883,0.883
Div90-Run10-lexicase,19,5,158521918,0.902,0.902
Div90-Run10-lexicase,19,6,186608979,0.886,0.883
Div90-Run10-lexicase,19,7,215045757,0.876,0.876
Div90-Run10-lexicase,19,8,243925262,0.892,0.892
Div90-Run10-lexicase,19,9,271971231,0.882,0.882
Div90-Run10-lexicase,19,10,300228983,0.882,0.882
Div90-Run10-lexicase,19,11,328917017,0.879,0.878
Div90-Run10-lexicase,19,12,359010158,0.880,0.879
Div90-Run10-lexicase,19,13,389883436,0.898,0.895
Div90-Run10-lexicase,19,14,418857257,0.894,0.892
Div90-Run10-lexicase,19,15,447143560,0.905,0.903
Div90-Run10-lexicase,19,16,477429797,0.881,0.881
Div90-Run10-lexicase,19,17,508020453,0.881,0.879
Div90-Run10-lexicase,19,18,537517738,0.894,0.892
Div90-Run10-lexicase,19,19,567613987,0.908,0.907
Div90-Run10-lexicase,19,20,598633057,0.894,0.893
Div90-Run10-lexicase,20,0,0,1.000,0.903
Div90-Run10-lexicase,20,1,32084759,0.907,0.903
Div90-Run10-lexicase,20,2,63319821,0.875,0.875
Div90-Run10-lexicase,20,3,95671771,0.893,0.891
Div90-Run10-lexicase,20,4,125307448,0.870,0.869
Div90-Run10-lexicase,20,5,155572132,0.893,0.891
Div90-Run10-lexicase,20,6,186430106,0.894,0.892
Div90-Run10-lexicase,20,7,216936893,0.909,0.907
Div90-Run10-lexicase,20,8,246997489,0.917,0.915
Div90-Run10-lexicase,20,9,276980013,0.903,0.901
Div90-Run10-lexicase,20,10,305836872,0.868,0.868
Div90-Run10-lexicase,20,11,334492321,0.904,0.901
Div90-Run10-lexicase,20,12,362838159,0.898,0.898
Div90-Run10-lexicase,20,13,389900816,0.904,0.902
Div90-Run10-lexicase,20,14,417580557,0.898,0.898
Div90-Run10-lexicase,20,15,445184288,0.906,0.905
Div90-Run10-lexicase,20,16,473784446,0.908,0.908
Div90-Run10-lexicase,20,17,501976349,0.908,0.906
Div90-Run10-lexicase,20,18,529951560,0.904,0.903
Div90-Run10-lexicase,20,19,557510355,0.915,0.914
Div90-Run10-lexicase,20,20,585644078,0.921,0.918
Div90-Run10-lexicase,21,0,0,1.000,0.903
Div90-Run10-lexicase,21,1,32490629,0.886,0.884
Div90-Run10-lexicase,21,2,64462536,0.893,0.893
Div90-Run10-lexicase,21,3,95237555,0.890,0.888
Div90-Run10-lexicase,21,4,124590114,0.903,0.901
Div90-Run10-lexicase,21,5,155867580,0.897,0.895
Div90-Run10-lexicase,21,6,186948897,0.883,0.881
Div90-Run10-lexicase,21,7,218145225,0.906,0.906
Div90-Run10-lexicase,21,8,249103892,0.874,0.872
Div90-Run10-lexicase,21,9,279666021,0.909,0.907
Div90-Run10-lexicase,21,10,311075077,0.909,0.908
Div90-Run10-lexicase,21,11,343203427,0.897,0.894
Div90-Run10-lexicase,21,12,377074287,0.894,0.894
Div90-Run10-lexicase,21,13,410542705,0.911,0.910
Div90-Run10-lexicase,21,14,444573111,0.886,0.884
Div90-Run10-lexicase,21,15,478733296,0.899,0.898
Div90-Run10-lexicase,21,16,510530234,0.890,0.889
Div90-Run10-lexicase,21,17,542633775,0.881,0.879
Div90-Run10-lexicase,21,18,574908481,0.905,0.903
Div90-Run10-lexicase,21,19,605558124,0.912,0.910
Div90-Run10-lexicase,21,20,637701351,0.880,0.879
Div90-Run10-lexicase,22,0,0,1.000,0.903
Div90-Run10-lexicase,22,1,31899636,0.904,0.902
Div90-Run10-lexicase,22,2,64534581,0.885,0.883
Div90-Run10-lexicase,22,3,98361836,0.893,0.892
Div90-Run10-lexicase,22,4,130225213,0.893,0.891
Div90-Run10-lexicase,22,5,159581680,0.863,0.859
Div90-Run10-lexicase,22,6,189930393,0.887,0.887
Div90-Run10-lexicase,22,7,219499296,0.902,0.902
Div90-Run10-lexicase,22,8,248891178,0.910,0.909
Div90-Run10-lexicase,22,9,276741847,0.892,0.890
Div90-Run10-lexicase,22,10,304748165,0.874,0.873
Div90-Run10-lexicase,22,11,331671775,0.892,0.892
Div90-Run10-lexicase,22,12,359801547,0.902,0.901
Div90-Run10-lexicase,22,13,386764979,0.888,0.888
Div90-Run10-lexicase,22,14,413512109,0.889,0.888
Div90-Run10-lexicase,22,15,440465786,0.893,0.892
Div90-Run10-lexicase,22,16,467110918,0.871,0.870
Div90-Run10-lexicase,22,17,494346325,0.883,0.882
Div90-Run10-lexicase,22,18,520354316,0.874,0.874
Div90-Run10-lexicase,22,19,546019787,0.883,0.883
