method,trial,generation,ptevals,behavioral_diversity,error_vector_diversity
Drop25-Run8-lexicase,0,0,0,1.000,0.544
Drop25-Run8-lexicase,0,1,26147265,0.547,0.539
Drop25-Run8-lexicase,0,2,48304590,0.541,0.537
Drop25-Run8-lexicase,0,3,67553277,0.530,0.517
Drop25-Run8-lexicase,0,4,87804810,0.543,0.530
Drop25-Run8-lexicase,0,5,107697520,0.571,0.556
Drop25-Run8-lexicase,0,6,127590741,0.539,0.534
Drop25-Run8-lexicase,0,7,148955683,0.605,0.599
Drop25-Run8-lexicase,0,8,169903312,0.633,0.620
Drop25-Run8-lexicase,0,9,189961669,0.643,0.629
Drop25-Run8-lexicase,0,10,208026953,0.647,0.628
Drop25-Run8-lexicase,0,11,228778920,0.695,0.678
Drop25-Run8-lexicase,0,12,247310321,0.658,0.640
Drop25-Run8-lexicase,0,13,266265669,0.667,0.654
Drop25-Run8-lexicase,0,14,286459414,0.698,0.673
Drop25-Run8-lexicase,0,15,306462990,0.655,0.643
Drop25-Run8-lexicase,0,16,327741115,0.761,0.744
Drop25-Run8-lexicase,0,17,351695339,0.737,0.720
Drop25-Run8-lexicase,0,18,375605171,0.758,0.747
Drop25-Run8-lexicase,0,19,402122162,0.785,0.776
Drop25-Run8-lexicase,0,20,429772473,0.815,0.804
Drop25-Run8-lexicase,1,0,0,1.000,0.544
Drop25-Run8-lexicase,1,1,25604744,0.548,0.541
Drop25-Run8-lexicase,1,2,46920102,0.561,0.552
Drop25-Run8-lexicase,1,3,65768925,0.532,0.523
Drop25-Run8-lexicase,1,4,84347063,0.554,0.543
Drop25-Run8-lexicase,1,5,103518221,0.554,0.545
Drop25-Run8-lexicase,1,6,122000058,0.535,0.526
Drop25-Run8-lexicase,1,7,142893864,0.558,0.552
Drop25-Run8-lexicase,1,8,162876832,0.553,0.546
Drop25-Run8-lexicase,1,9,181826818,0.618,0.609
Drop25-Run8-lexicase,1,10,198941074,0.617,0.611
Drop25-Run8-lexicase,1,11,217211419,0.636,0.623
Drop25-Run8-lexicase,1,12,237075973,0.646,0.634
Drop25-Run8-lexicase,1,13,255845198,0.678,0.668
Drop25-Run8-lexicase,1,14,274045900,0.705,0.694
Drop25-Run8-lexicase,1,15,292105061,0.668,0.651
Drop25-Run8-lexicase,1,16,310137255,0.693,0.678
Drop25-Run8-lexicase,1,17,327992085,0.673,0.658
Drop25-Run8-lexicase,1,18,348049309,0.702,0.688
Drop25-Run8-lexicase,1,19,366951966,0.731,0.721
Drop25-Run8-lexicase,1,20,386132883,0.724,0.718
Drop25-Run8-lexicase,2,0,0,1.000,0.544
Drop25-Run8-lexicase,2,1,27073350,0.537,0.532
Drop25-Run8-lexicase,2,2,50976371,0.500,0.494
Drop25-Run8-lexicase,2,3,72775909,0.566,0.560
Drop25-Run8-lexicase,2,4,95947648,0.516,0.507
Drop25-Run8-lexicase,2,5,116286635,0.506,0.497
Drop25-Run8-lexicase,2,6,137938582,0.543,0.536
Drop25-Run8-lexicase,2,7,160283739,0.570,0.562
Drop25-Run8-lexicase,2,8,181851907,0.576,0.567
Drop25-Run8-lexicase,2,9,206416359,0.603,0.588
Drop25-Run8-lexicase,2,10,228843136,0.624,0.609
Drop25-Run8-lexicase,2,11,252613595,0.648,0.640
Drop25-Run8-lexicase,2,12,276521205,0.707,0.695
Drop25-Run8-lexicase,2,13,300005256,0.698,0.686
Drop25-Run8-lexicase,2,14,324203442,0.738,0.729
Drop25-Run8-lexicase,2,15,347819251,0.747,0.740
Drop25-Run8-lexicase,2,16,373847712,0.722,0.715
Drop25-Run8-lexicase,2,17,395944015,0.667,0.662
Drop25-Run8-lexicase,2,18,418026509,0.685,0.675
Drop25-Run8-lexicase,2,19,440468471,0.689,0.681
Drop25-Run8-lexicase,2,20,463708188,0.700,0.695
Drop25-Run8-lexicase,3,0,0,1.000,0.544
Drop25-Run8-lexicase,3,1,25913815,0.540,0.533
Drop25-Run8-lexicase,3,2,48669121,0.515,0.508
Drop25-Run8-lexicase,3,3,72704696,0.524,0.516
Drop25-Run8-lexicase,3,4,94028737,0.569,0.561
Drop25-Run8-lexicase,3,5,119817710,0.614,0.607
Drop25-Run8-lexicase,3,6,144803291,0.623,0.611
Drop25-Run8-lexicase,3,7,166849977,0.643,0.635
Drop25-Run8-lexicase,3,8,187642211,0.669,0.659
Drop25-Run8-lexicase,3,9,207241846,0.679,0.669
Drop25-Run8-lexicase,3,10,224551533,0.657,0.651
Drop25-Run8-lexicase,3,11,240961911,0.691,0.685
Drop25-Run8-lexicase,3,12,256720685,0.722,0.715
Drop25-Run8-lexicase,3,13,273134639,0.762,0.758
Drop25-Run8-lexicase,3,14,289387768,0.788,0.784
Drop25-Run8-lexicase,3,15,306231400,0.766,0.763
Drop25-Run8-lexicase,3,16,322999632,0.784,0.782
Drop25-Run8-lexicase,3,17,339324112,0.819,0.816
Drop25-Run8-lexicase,3,18,354357078,0.840,0.837
Drop25-Run8-lexicase,3,19,369436406,0.806,0.799
Drop25-Run8-lexicase,3,20,384297625,0.780,0.774
Drop25-Run8-lexicase,4,0,0,1.000,0.544
Drop25-Run8-lexicase,4,1,25134586,0.512,0.502
Drop25-Run8-lexicase,4,2,47744467,0.516,0.508
Drop25-Run8-lexicase,4,3,70101875,0.536,0.528
Drop25-Run8-lexicase,4,4,91148927,0.540,0.533
Drop25-Run8-lexicase,4,5,111792226,0.561,0.549
Drop25-Run8-lexicase,4,6,130484103,0.586,0.583
Drop25-Run8-lexicase,4,7,147195241,0.589,0.582
Drop25-Run8-lexicase,4,8,164567741,0.610,0.607
Drop25-Run8-lexicase,4,9,183092167,0.627,0.620
Drop25-Run8-lexicase,4,10,202707411,0.638,0.633
Drop25-Run8-lexicase,4,11,224197958,0.685,0.674
Drop25-Run8-lexicase,4,12,246169012,0.740,0.736
Drop25-Run8-lexicase,4,13,268001798,0.748,0.746
Drop25-Run8-lexicase,4,14,289673453,0.753,0.746
Drop25-Run8-lexicase,4,15,311123173,0.763,0.759
Drop25-Run8-lexicase,4,16,331815489,0.728,0.725
Drop25-Run8-lexicase,4,17,354264302,0.776,0.771
Drop25-Run8-lexicase,4,18,377780065,0.766,0.760
Drop25-Run8-lexicase,4,19,400271432,0.787,0.779
Drop25-Run8-lexicase,4,20,423346527,0.809,0.801
Drop25-Run8-lexicase,5,0,0,1.000,0.544
Drop25-Run8-lexicase,5,1,24472090,0.561,0.552
Drop25-Run8-lexicase,5,2,45972746,0.551,0.538
Drop25-Run8-lexicase,5,3,67085352,0.559,0.551
Drop25-Run8-lexicase,5,4,84434545,0.555,0.546
Drop25-Run8-lexicase,5,5,101810893,0.587,0.576
Drop25-Run8-lexicase,5,6,117356437,0.592,0.582
Drop25-Run8-lexicase,5,7,134732358,0.608,0.598
Drop25-Run8-lexicase,5,8,153353493,0.587,0.581
Drop25-Run8-lexicase,5,9,171885523,0.616,0.608
Drop25-Run8-lexicase,5,10,189696251,0.625,0.619
Drop25-Run8-lexicase,5,11,206423146,0.627,0.615
Drop25-Run8-lexicase,5,12,226340281,0.564,0.558
Drop25-Run8-lexicase,5,13,244718629,0.545,0.542
Drop25-Run8-lexicase,5,14,262464952,0.563,0.560
Drop25-Run8-lexicase,5,15,280569776,0.579,0.570
Drop25-Run8-lexicase,5,16,300816858,0.577,0.574
Drop25-Run8-lexicase,5,17,321578130,0.595,0.592
Drop25-Run8-lexicase,5,18,342384665,0.581,0.580
Drop25-Run8-lexicase,5,19,363932377,0.556,0.553
Drop25-Run8-lexicase,5,20,384805125,0.560,0.558
Drop25-Run8-lexicase,6,0,0,1.000,0.544
Drop25-Run8-lexicase,6,1,26130499,0.523,0.513
Drop25-Run8-lexicase,6,2,49034180,0.499,0.490
Drop25-Run8-lexicase,6,3,70485616,0.515,0.504
Drop25-Run8-lexicase,6,4,91719370,0.509,0.495
Drop25-Run8-lexicase,6,5,110115490,0.516,0.503
Drop25-Run8-lexicase,6,6,129641535,0.519,0.500
Drop25-Run8-lexicase,6,7,148114313,0.515,0.498
Drop25-Run8-lexicase,6,8,166034423,0.537,0.520
Drop25-Run8-lexicase,6,9,183710621,0.562,0.541
Drop25-Run8-lexicase,6,10,201611755,0.549,0.527
Drop25-Run8-lexicase,6,11,219246141,0.527,0.510
Drop25-Run8-lexicase,6,12,237211608,0.554,0.536
Drop25-Run8-lexicase,6,13,254522138,0.567,0.549
Drop25-Run8-lexicase,6,14,273821229,0.598,0.587
Drop25-Run8-lexicase,6,15,291886711,0.621,0.606
Drop25-Run8-lexicase,6,16,310514117,0.585,0.576
Drop25-Run8-lexicase,6,17,327950126,0.616,0.601
Drop25-Run8-lexicase,6,18,345633534,0.608,0.601
Drop25-Run8-lexicase,6,19,363140189,0.630,0.621
Drop25-Run8-lexicase,6,20,379685696,0.662,0.645
Drop25-Run8-lexicase,7,0,0,1.000,0.544
Drop25-Run8-lexicase,7,1,25229294,0.527,0.519
Drop25-Run8-lexicase,7,2,45631100,0.485,0.476
Drop25-Run8-lexicase,7,3,65434636,0.487,0.475
Drop25-Run8-lexicase,7,4,85002296,0.501,0.494
Drop25-Run8-lexicase,7,5,104458796,0.531,0.524
Drop25-Run8-lexicase,7,6,124856089,0.553,0.543
Drop25-Run8-lexicase,7,7,145071943,0.545,0.531
Drop25-Run8-lexicase,7,8,165008554,0.530,0.515
Drop25-Run8-lexicase,7,9,184538411,0.541,0.526
Drop25-Run8-lexicase,7,10,203890814,0.538,0.525
Drop25-Run8-lexicase,7,11,221705648,0.526,0.516
Drop25-Run8-lexicase,7,12,237386788,0.591,0.583
Drop25-Run8-lexicase,7,13,252784662,0.592,0.586
Drop25-Run8-lexicase,7,14,268390755,0.594,0.587
Drop25-Run8-lexicase,7,15,287946226,0.618,0.608
Drop25-Run8-lexicase,7,16,311005702,0.635,0.625
Drop25-Run8-lexicase,7,17,328559183,0.614,0.602
Drop25-Run8-lexicase,7,18,346755882,0.618,0.606
Drop25-Run8-lexicase,7,19,365350876,0.615,0.601
Drop25-Run8-lexicase,7,20,386361607,0.638,0.615
Drop25-Run8-lexicase,8,0,0,1.000,0.544
Drop25-Run8-lexicase,8,1,27678433,0.532,0.524
Drop25-Run8-lexicase,8,2,48915022,0.518,0.509
Drop25-Run8-lexicase,8,3,72385143,0.561,0.554
Drop25-Run8-lexicase,8,4,94994225,0.531,0.523
Drop25-Run8-lexicase,8,5,118514606,0.533,0.522
Drop25-Run8-lexicase,8,6,141095968,0.560,0.552
Drop25-Run8-lexicase,8,7,164388199,0.595,0.587
Drop25-Run8-lexicase,8,8,188386550,0.546,0.534
Drop25-Run8-lexicase,8,9,213398455,0.616,0.606
Drop25-Run8-lexicase,8,10,241501828,0.678,0.673
Drop25-Run8-lexicase,8,11,265498269,0.659,0.654
Drop25-Run8-lexicase,8,12,293653519,0.682,0.681
Drop25-Run8-lexicase,8,13,321664291,0.653,0.651
Drop25-Run8-lexicase,8,14,350096772,0.662,0.660
Drop25-Run8-lexicase,8,15,378373556,0.650,0.650
Drop25-Run8-lexicase,8,16,409623561,0.676,0.673
Drop25-Run8-lexicase,8,17,440690817,0.679,0.678
Drop25-Run8-lexicase,8,18,472163602,0.695,0.690
Drop25-Run8-lexicase,8,19,503766472,0.696,0.694
Drop25-Run8-lexicase,8,20,536991677,0.729,0.728
Drop25-Run8-lexicase,9,0,0,1.000,0.544
Drop25-Run8-lexicase,9,1,24767914,0.537,0.528
Drop25-Run8-lexicase,9,2,45890307,0.509,0.505
Drop25-Run8-lexicase,9,3,65860501,0.534,0.525
Drop25-Run8-lexicase,9,4,86795370,0.547,0.534
Drop25-Run8-lexicase,9,5,106643814,0.529,0.517
Drop25-Run8-lexicase,9,6,126772386,0.518,0.505
Drop25-Run8-lexicase,9,7,146635201,0.545,0.531
Drop25-Run8-lexicase,9,8,167848350,0.527,0.511
Drop25-Run8-lexicase,9,9,188693581,0.534,0.522
Drop25-Run8-lexicase,9,10,209917083,0.554,0.540
Drop25-Run8-lexicase,9,11,226939799,0.532,0.519
Drop25-Run8-lexicase,9,12,244306062,0.592,0.577
Drop25-Run8-lexicase,9,13,261726613,0.559,0.549
Drop25-Run8-lexicase,9,14,278440943,0.580,0.568
Drop25-Run8-lexicase,9,15,295187850,0.608,0.601
Drop25-Run8-lexicase,9,16,312029417,0.611,0.600
Drop25-Run8-lexicase,9,17,328843806,0.635,0.623
Drop25-Run8-lexicase,9,18,345789885,0.638,0.630
Drop25-Run8-lexicase,9,19,362231849,0.687,0.680
Drop25-Run8-lexicase,9,20,379410809,0.693,0.687
Drop25-Run8-lexicase,10,0,0,1.000,0.544
Drop25-Run8-lexicase,10,1,26963713,0.541,0.534
Drop25-Run8-lexicase,10,2,50910798,0.518,0.508
Drop25-Run8-lexicase,10,3,73007702,0.517,0.512
Drop25-Run8-lexicase,10,4,95429533,0.536,0.529
Drop25-Run8-lexicase,10,5,115773646,0.592,0.587
Drop25-Run8-lexicase,10,6,136293300,0.564,0.559
Drop25-Run8-lexicase,10,7,158248311,0.618,0.615
Drop25-Run8-lexicase,10,8,176443116,0.657,0.656
Drop25-Run8-lexicase,10,9,194412894,0.689,0.687
Drop25-Run8-lexicase,10,10,210436132,0.678,0.675
Drop25-Run8-lexicase,10,11,225148018,0.715,0.709
Drop25-Run8-lexicase,10,12,238887714,0.714,0.711
Drop25-Run8-lexicase,10,13,253502067,0.724,0.722
Drop25-Run8-lexicase,10,14,268007999,0.755,0.750
Drop25-Run8-lexicase,10,15,283056841,0.784,0.780
Drop25-Run8-lexicase,10,16,298404829,0.779,0.771
Drop25-Run8-lexicase,10,17,313276097,0.762,0.758
Drop25-Run8-lexicase,10,18,328785844,0.802,0.800
Drop25-Run8-lexicase,10,19,343541898,0.778,0.775
Drop25-Run8-lexicase,10,20,359257344,0.812,0.803
Drop25-Run8-lexicase,11,0,0,1.000,0.544
Drop25-Run8-lexicase,11,1,25640146,0.518,0.509
Drop25-Run8-lexicase,11,2,46100254,0.498,0.495
Drop25-Run8-lexicase,11,3,65729132,0.491,0.481
Drop25-Run8-lexicase,11,4,84954536,0.506,0.494
Drop25-Run8-lexicase,11,5,105336169,0.532,0.516
Drop25-Run8-lexicase,11,6,127043343,0.529,0.513
Drop25-Run8-lexicase,11,7,148640018,0.539,0.519
Drop25-Run8-lexicase,11,8,171782454,0.524,0.507
Drop25-Run8-lexicase,11,9,194072703,0.560,0.543
Drop25-Run8-lexicase,11,10,215141571,0.516,0.495
Drop25-Run8-lexicase,11,11,235569655,0.572,0.554
Drop25-Run8-lexicase,11,12,255666708,0.570,0.548
Drop25-Run8-lexicase,11,13,276153760,0.596,0.577
Drop25-Run8-lexicase,11,14,295882700,0.579,0.560
Drop25-Run8-lexicase,11,15,315061818,0.601,0.586
Drop25-Run8-lexicase,11,16,333573862,0.601,0.586
Drop25-Run8-lexicase,11,17,351773302,0.643,0.629
Drop25-Run8-lexicase,11,18,368614213,0.635,0.627
Drop25-Run8-lexicase,11,19,386538394,0.603,0.592
Drop25-Run8-lexicase,11,20,403732906,0.642,0.627
Drop25-Run8-lexicase,12,0,0,1.000,0.544
Drop25-Run8-lexicase,12,1,25410297,0.541,0.532
Drop25-Run8-lexicase,12,2,50584389,0.551,0.547
Drop25-Run8-lexicase,12,3,71554938,0.534,0.527
Drop25-Run8-lexicase,12,4,93534068,0.551,0.541
Drop25-Run8-lexicase,12,5,114630683,0.527,0.522
Drop25-Run8-lexicase,12,6,135234071,0.500,0.492
Drop25-Run8-lexicase,12,7,155920093,0.532,0.525
Drop25-Run8-lexicase,12,8,176809676,0.540,0.527
Drop25-Run8-lexicase,12,9,197258599,0.516,0.506
Drop25-Run8-lexicase,12,10,218244149,0.546,0.529
Drop25-Run8-lexicase,12,11,239878319,0.573,0.558
Drop25-Run8-lexicase,12,12,259752304,0.599,0.580
Drop25-Run8-lexicase,12,13,279007540,0.577,0.561
Drop25-Run8-lexicase,12,14,299451672,0.598,0.582
Drop25-Run8-lexicase,12,15,319138401,0.580,0.571
Drop25-Run8-lexicase,12,16,340867765,0.638,0.622
Drop25-Run8-lexicase,12,17,359532809,0.628,0.617
Drop25-Run8-lexicase,12,18,378786716,0.569,0.564
Drop25-Run8-lexicase,12,19,399148257,0.582,0.577
Drop25-Run8-lexicase,12,20,418481725,0.595,0.592
Drop25-Run8-lexicase,13,0,0,1.000,0.544
Drop25-Run8-lexicase,13,1,26477213,0.530,0.519
Drop25-Run8-lexicase,13,2,48821190,0.526,0.519
Drop25-Run8-lexicase,13,3,68958228,0.479,0.470
Drop25-Run8-lexicase,13,4,90462244,0.514,0.506
Drop25-Run8-lexicase,13,5,111887782,0.517,0.513
Drop25-Run8-lexicase,13,6,132975407,0.539,0.531
Drop25-Run8-lexicase,13,7,155589160,0.582,0.575
Drop25-Run8-lexicase,13,8,178794417,0.572,0.563
Drop25-Run8-lexicase,13,9,200975057,0.593,0.588
Drop25-Run8-lexicase,13,10,225099416,0.590,0.581
Drop25-Run8-lexicase,13,11,247343584,0.630,0.621
Drop25-Run8-lexicase,13,12,267186393,0.644,0.637
Drop25-Run8-lexicase,13,13,286384376,0.644,0.637
Drop25-Run8-lexicase,13,14,304042091,0.631,0.627
Drop25-Run8-lexicase,13,15,322196571,0.645,0.640
Drop25-Run8-lexicase,13,16,340766501,0.636,0.625
Drop25-Run8-lexicase,13,17,361001191,0.629,0.624
Drop25-Run8-lexicase,13,18,381544346,0.660,0.652
Drop25-Run8-lexicase,13,19,401713165,0.658,0.651
Drop25-Run8-lexicase,13,20,422122740,0.661,0.651
Drop25-Run8-lexicase,14,0,0,1.000,0.544
Drop25-Run8-lexicase,14,1,26563061,0.516,0.509
Drop25-Run8-lexicase,14,2,48361803,0.572,0.565
Drop25-Run8-lexicase,14,3,69850622,0.534,0.530
Drop25-Run8-lexicase,14,4,87540679,0.514,0.509
Drop25-Run8-lexicase,14,5,105027424,0.544,0.539
Drop25-Run8-lexicase,14,6,121908985,0.508,0.501
Drop25-Run8-lexicase,14,7,138049735,0.525,0.518
Drop25-Run8-lexicase,14,8,153759644,0.554,0.543
Drop25-Run8-lexicase,14,9,169946737,0.554,0.546
Drop25-Run8-lexicase,14,10,185342590,0.549,0.538
Drop25-Run8-lexicase,14,11,201723442,0.581,0.576
Drop25-Run8-lexicase,14,12,217045646,0.588,0.581
Drop25-Run8-lexicase,14,13,233760857,0.589,0.582
Drop25-Run8-lexicase,14,14,250474736,0.564,0.559
Drop25-Run8-lexicase,14,15,268386129,0.594,0.592
Drop25-Run8-lexicase,14,16,285052291,0.566,0.561
Drop25-Run8-lexicase,14,17,302397407,0.616,0.607
Drop25-Run8-lexicase,14,18,319073238,0.586,0.580
Drop25-Run8-lexicase,14,19,335609959,0.575,0.565
Drop25-Run8-lexicase,14,20,352837219,0.587,0.576
Drop25-Run8-lexicase,15,0,0,1.000,0.544
Drop25-Run8-lexicase,15,1,25193652,0.526,0.521
Drop25-Run8-lexicase,15,2,48090322,0.520,0.511
Drop25-Run8-lexicase,15,3,67251055,0.525,0.518
Drop25-Run8-lexicase,15,4,84302729,0.529,0.520
Drop25-Run8-lexicase,15,5,103194051,0.522,0.510
Drop25-Run8-lexicase,15,6,121732210,0.542,0.531
Drop25-Run8-lexicase,15,7,140906787,0.513,0.505
Drop25-Run8-lexicase,15,8,158924834,0.606,0.600
Drop25-Run8-lexicase,15,9,178645152,0.626,0.619
Drop25-Run8-lexicase,15,10,198439243,0.625,0.617
Drop25-Run8-lexicase,15,11,216274804,0.657,0.648
Drop25-Run8-lexicase,15,12,233328112,0.645,0.635
Drop25-Run8-lexicase,15,13,249189114,0.626,0.615
Drop25-Run8-lexicase,15,14,265616627,0.638,0.627
Drop25-Run8-lexicase,15,15,282607082,0.684,0.669
Drop25-Run8-lexicase,15,16,300275411,0.689,0.681
Drop25-Run8-lexicase,15,17,318497862,0.658,0.648
Drop25-Run8-lexicase,15,18,336612874,0.691,0.682
Drop25-Run8-lexicase,15,19,355373663,0.681,0.672
Drop25-Run8-lexicase,15,20,374934394,0.710,0.696
Drop25-Run8-lexicase,16,0,0,1.000,0.544
Drop25-Run8-lexicase,16,1,25914338,0.532,0.523
Drop25-Run8-lexicase,16,2,47958663,0.494,0.485
Drop25-Run8-lexicase,16,3,68423721,0.527,0.523
Drop25-Run8-lexicase,16,4,89519743,0.532,0.517
Drop25-Run8-lexicase,16,5,108979820,0.555,0.542
Drop25-Run8-lexicase,16,6,127488981,0.585,0.570
Drop25-Run8-lexicase,16,7,146772198,0.626,0.612
Drop25-Run8-lexicase,16,8,165190950,0.665,0.656
Drop25-Run8-lexicase,16,9,184911571,0.669,0.660
Drop25-Run8-lexicase,16,10,205048714,0.654,0.642
Drop25-Run8-lexicase,16,11,226394830,0.671,0.659
Drop25-Run8-lexicase,16,12,248196107,0.676,0.668
Drop25-Run8-lexicase,16,13,270906584,0.709,0.699
Drop25-Run8-lexicase,16,14,292785660,0.732,0.729
Drop25-Run8-lexicase,16,15,315417728,0.738,0.733
Drop25-Run8-lexicase,16,16,337988419,0.714,0.709
Drop25-Run8-lexicase,16,17,361644206,0.692,0.686
Drop25-Run8-lexicase,16,18,384085855,0.712,0.706
Drop25-Run8-lexicase,16,19,406068079,0.675,0.670
Drop25-Run8-lexicase,16,20,427646059,0.648,0.643
Drop25-Run8-lexicase,17,0,0,1.000,0.544
Drop25-Run8-lexicase,17,1,25546048,0.511,0.505
Drop25-Run8-lexicase,17,2,47121879,0.523,0.513
Drop25-Run8-lexicase,17,3,68176663,0.518,0.510
Drop25-Run8-lexicase,17,4,89324139,0.527,0.513
Drop25-Run8-lexicase,17,5,109343682,0.519,0.507
Drop25-Run8-lexicase,17,6,128056688,0.529,0.518
Drop25-Run8-lexicase,17,7,146742147,0.540,0.527
Drop25-Run8-lexicase,17,8,167011710,0.604,0.589
Drop25-Run8-lexicase,17,9,186431907,0.595,0.584
Drop25-Run8-lexicase,17,10,205754791,0.605,0.581
Drop25-Run8-lexicase,17,11,224801280,0.586,0.577
Drop25-Run8-lexicase,17,12,247203316,0.625,0.613
Drop25-Run8-lexicase,17,13,269616835,0.653,0.641
Drop25-Run8-lexicase,17,14,292786792,0.700,0.686
Drop25-Run8-lexicase,17,15,314325522,0.675,0.661
Drop25-Run8-lexicase,17,16,335768614,0.714,0.698
Drop25-Run8-lexicase,17,17,355755517,0.723,0.711
Drop25-Run8-lexicase,17,18,376535376,0.746,0.735
Drop25-Run8-lexicase,17,19,397202849,0.762,0.746
Drop25-Run8-lexicase,17,20,417315551,0.783,0.772
Drop25-Run8-lexicase,18,0,0,1.000,0.544
Drop25-Run8-lexicase,18,1,24215249,0.500,0.492
Drop25-Run8-lexicase,18,2,46464687,0.524,0.511
Drop25-Run8-lexicase,18,3,68000072,0.555,0.542
Drop25-Run8-lexicase,18,4,86869505,0.579,0.565
Drop25-Run8-lexicase,18,5,104215432,0.652,0.640
Drop25-Run8-lexicase,18,6,122411666,0.673,0.656
Drop25-Run8-lexicase,18,7,140595127,0.715,0.703
Drop25-Run8-lexicase,18,8,159350313,0.735,0.726
Drop25-Run8-lexicase,18,9,177800199,0.692,0.680
Drop25-Run8-lexicase,18,10,196478192,0.709,0.695
Drop25-Run8-lexicase,18,11,216286970,0.745,0.730
Drop25-Run8-lexicase,18,12,235970099,0.742,0.724
Drop25-Run8-lexicase,18,13,256266887,0.732,0.710
Drop25-Run8-lexicase,18,14,276083125,0.749,0.731
Drop25-Run8-lexicase,18,15,296250501,0.741,0.723
Drop25-Run8-lexicase,18,16,317059141,0.771,0.753
Drop25-Run8-lexicase,18,17,338302508,0.757,0.736
Drop25-Run8-lexicase,18,18,359716804,0.766,0.750
Drop25-Run8-lexicase,18,19,379991452,0.773,0.757
Drop25-Run8-lexicase,18,20,401211991,0.780,0.767
Drop25-Run8-lexicase,19,0,0,1.000,0.544
Drop25-Run8-lexicase,19,1,24196891,0.506,0.500
Drop25-Run8-lexicase,19,2,48039059,0.534,0.526
Drop25-Run8-lexicase,19,3,68017640,0.515,0.506
Drop25-Run8-lexicase,19,4,86534642,0.523,0.514
Drop25-Run8-lexicase,19,5,106706160,0.574,0.561
Drop25-Run8-lexicase,19,6,128170099,0.586,0.568
Drop25-Run8-lexicase,19,7,149854014,0.599,0.582
Drop25-Run8-lexicase,19,8,171588486,0.630,0.618
Drop25-Run8-lexicase,19,9,194649092,0.612,0.598
Drop25-Run8-lexicase,19,10,218559561,0.607,0.598
Drop25-Run8-lexicase,19,11,240780071,0.641,0.628
Drop25-Run8-lexicase,19,12,265364668,0.611,0.606
Drop25-Run8-lexicase,19,13,290584465,0.645,0.637
Drop25-Run8-lexicase,19,14,314035266,0.650,0.643
Drop25-Run8-lexicase,19,15,340072754,0.675,0.663
Drop25-Run8-lexicase,19,16,365838073,0.668,0.662
Drop25-Run8-lexicase,19,17,392300282,0.722,0.711
Drop25-Run8-lexicase,19,18,418316322,0.726,0.720
Drop25-Run8-lexicase,19,19,444196102,0.731,0.722
Drop25-Run8-lexicase,19,20,470559523,0.773,0.772
Drop25-Run8-lexicase,20,0,0,1.000,0.544
Drop25-Run8-lexicase,20,1,27471431,0.546,0.539
Drop25-Run8-lexicase,20,2,48340275,0.489,0.480
Drop25-Run8-lexicase,20,3,66993853,0.505,0.495
Drop25-Run8-lexicase,20,4,84353711,0.512,0.502
Drop25-Run8-lexicase,20,5,101303431,0.502,0.492
Drop25-Run8-lexicase,20,6,119975016,0.553,0.544
Drop25-Run8-lexicase,20,7,137434589,0.553,0.550
Drop25-Run8-lexicase,20,8,153513019,0.568,0.565
Drop25-Run8-lexicase,20,9,170338959,0.613,0.608
Drop25-Run8-lexicase,20,10,185781773,0.662,0.660
Drop25-Run8-lexicase,20,11,201185700,0.637,0.631
Drop25-Run8-lexicase,20,12,215402431,0.683,0.673
Drop25-Run8-lexicase,20,13,230320332,0.699,0.693
Drop25-Run8-lexicase,20,14,246662893,0.732,0.726
Drop25-Run8-lexicase,20,15,263540227,0.735,0.727
Drop25-Run8-lexicase,20,16,279291178,0.759,0.753
Drop25-Run8-lexicase,20,17,295700234,0.799,0.793
Drop25-Run8-lexicase,20,18,311121883,0.801,0.797
Drop25-Run8-lexicase,20,19,325443425,0.739,0.736
Drop25-Run8-lexicase,20,20,339402692,0.765,0.762
Drop25-Run8-lexicase,21,0,0,1.000,0.544
Drop25-Run8-lexicase,21,1,25161094,0.495,0.490
Drop25-Run8-lexicase,21,2,46701797,0.526,0.521
Drop25-Run8-lexicase,21,3,66930254,0.513,0.505
Drop25-Run8-lexicase,21,4,87175657,0.525,0.517
Drop25-Run8-lexicase,21,5,107789965,0.531,0.523
Drop25-Run8-lexicase,21,6,127560219,0.553,0.542
Drop25-Run8-lexicase,21,7,146913852,0.569,0.552
Drop25-Run8-lexicase,21,8,164624653,0.568,0.558
Drop25-Run8-lexicase,21,9,184072425,0.562,0.553
Drop25-Run8-lexicase,21,10,204491360,0.564,0.558
Drop25-Run8-lexicase,21,11,225409131,0.592,0.586
Drop25-Run8-lexicase,21,12,244373367,0.556,0.550
Drop25-Run8-lexicase,21,13,263982892,0.622,0.617
Drop25-Run8-lexicase,21,14,283134876,0.634,0.632
Drop25-Run8-lexicase,21,15,308134677,0.641,0.637
Drop25-Run8-lexicase,21,16,333725187,0.664,0.661
Drop25-Run8-lexicase,21,17,361345328,0.668,0.664
Drop25-Run8-lexicase,21,18,392066864,0.741,0.734
Drop25-Run8-lexicase,21,19,422817205,0.699,0.691
Drop25-Run8-lexicase,21,20,455622577,0.744,0.740
Drop25-Run8-lexicase,22,0,0,1.000,0.544
Drop25-Run8-lexicase,22,1,27687926,0.534,0.527
Drop25-Run8-lexicase,22,2,48862501,0.523,0.515
Drop25-Run8-lexicase,22,3,67899505,0.525,0.517
Drop25-Run8-lexicase,22,4,86156249,0.506,0.500
